(0, 0):(0, 0, 0)
(1, 0):(0, 0, 0)
(2, 0):(0, 0, 0)
(3, 0):(0, 0, 0)
(4, 0):(0, 0, 0)
(5, 0):(42, 212, 170)
(6, 0):(46, 219, 158)
(7, 0):(47, 219, 156)
(8, 0):(48, 219, 157)
(9, 0):(48, 218, 156)
(10, 0):(48, 218, 157)
(11, 0):(47, 218, 157)
(12, 0):(47, 218, 157)
(13, 0):(47, 218, 157)
(14, 0):(47, 218, 157)
(15, 0):(47, 218, 157)
(16, 0):(47, 218, 157)
(17, 0):(47, 217, 156)
(18, 0):(47, 217, 156)
(19, 0):(47, 217, 156)
(20, 0):(47, 217, 156)
(21, 0):(47, 217, 156)
(22, 0):(46, 217, 156)
(23, 0):(46, 217, 156)
(24, 0):(46, 217, 156)
(25, 0):(46, 216, 156)
(26, 0):(46, 216, 156)
(27, 0):(46, 216, 156)
(28, 0):(46, 216, 156)
(29, 0):(46, 216, 156)
(30, 0):(46, 216, 156)
(31, 0):(46, 216, 156)
(32, 0):(46, 215, 155)
(33, 0):(45, 215, 155)
(34, 0):(45, 215, 155)
(35, 0):(45, 215, 155)
(36, 0):(45, 215, 155)
(37, 0):(45, 215, 155)
(38, 0):(45, 215, 155)
(39, 0):(45, 215, 155)
(40, 0):(45, 214, 155)
(41, 0):(45, 214, 155)
(42, 0):(45, 214, 155)
(43, 0):(45, 214, 155)
(44, 0):(45, 214, 155)
(45, 0):(44, 214, 155)
(46, 0):(44, 214, 154)
(47, 0):(44, 214, 154)
(48, 0):(44, 213, 154)
(49, 0):(44, 213, 154)
(50, 0):(44, 213, 154)
(51, 0):(44, 213, 154)
(52, 0):(44, 213, 154)
(53, 0):(44, 213, 154)
(54, 0):(44, 213, 154)
(55, 0):(44, 212, 154)
(56, 0):(43, 212, 154)
(57, 0):(43, 212, 154)
(58, 0):(43, 212, 154)
(59, 0):(43, 212, 154)
(60, 0):(43, 212, 153)
(61, 0):(43, 212, 153)
(62, 0):(43, 212, 153)
(63, 0):(43, 211, 153)
(64, 0):(43, 211, 153)
(65, 0):(43, 211, 153)
(66, 0):(43, 211, 153)
(67, 0):(42, 211, 153)
(68, 0):(42, 211, 153)
(69, 0):(42, 211, 153)
(70, 0):(42, 211, 153)
(71, 0):(42, 210, 153)
(72, 0):(42, 210, 153)
(73, 0):(42, 210, 153)
(74, 0):(42, 210, 152)
(75, 0):(42, 210, 152)
(76, 0):(42, 210, 152)
(77, 0):(42, 210, 152)
(78, 0):(41, 209, 152)
(79, 0):(41, 209, 152)
(80, 0):(41, 209, 152)
(81, 0):(41, 209, 152)
(82, 0):(41, 209, 152)
(83, 0):(41, 209, 152)
(84, 0):(41, 209, 152)
(85, 0):(41, 209, 152)
(86, 0):(41, 208, 152)
(87, 0):(41, 208, 152)
(88, 0):(41, 208, 151)
(89, 0):(41, 208, 151)
(90, 0):(40, 208, 151)
(91, 0):(40, 208, 151)
(92, 0):(40, 208, 151)
(93, 0):(40, 208, 151)
(94, 0):(40, 207, 151)
(95, 0):(40, 207, 151)
(96, 0):(40, 207, 151)
(97, 0):(40, 207, 151)
(98, 0):(40, 207, 151)
(99, 0):(40, 207, 151)
(100, 0):(40, 207, 151)
(101, 0):(39, 206, 151)
(102, 0):(39, 206, 150)
(103, 0):(39, 206, 150)
(104, 0):(39, 206, 150)
(105, 0):(39, 206, 150)
(106, 0):(39, 206, 150)
(107, 0):(39, 206, 150)
(108, 0):(39, 206, 150)
(109, 0):(39, 205, 150)
(110, 0):(39, 205, 150)
(111, 0):(39, 205, 150)
(112, 0):(38, 205, 150)
(113, 0):(38, 205, 150)
(114, 0):(38, 205, 150)
(115, 0):(38, 205, 150)
(116, 0):(38, 205, 149)
(117, 0):(38, 204, 149)
(118, 0):(38, 204, 149)
(119, 0):(38, 204, 149)
(120, 0):(38, 204, 149)
(121, 0):(38, 204, 149)
(122, 0):(38, 204, 149)
(123, 0):(38, 204, 149)
(124, 0):(37, 203, 149)
(125, 0):(37, 203, 149)
(126, 0):(37, 203, 149)
(127, 0):(37, 203, 149)
(128, 0):(37, 203, 149)
(129, 0):(37, 203, 149)
(130, 0):(37, 203, 148)
(131, 0):(37, 203, 148)
(132, 0):(37, 202, 148)
(133, 0):(37, 202, 148)
(134, 0):(37, 202, 148)
(135, 0):(36, 202, 148)
(136, 0):(36, 202, 148)
(137, 0):(36, 202, 148)
(138, 0):(36, 202, 148)
(139, 0):(36, 202, 148)
(140, 0):(36, 201, 148)
(141, 0):(36, 201, 148)
(142, 0):(36, 201, 148)
(143, 0):(36, 201, 148)
(144, 0):(36, 201, 147)
(145, 0):(36, 201, 147)
(146, 0):(35, 201, 147)
(147, 0):(35, 200, 147)
(148, 0):(35, 200, 147)
(149, 0):(35, 200, 147)
(150, 0):(35, 200, 147)
(151, 0):(35, 200, 147)
(152, 0):(35, 200, 147)
(153, 0):(35, 200, 147)
(154, 0):(35, 200, 147)
(155, 0):(35, 199, 147)
(156, 0):(35, 199, 147)
(157, 0):(34, 199, 147)
(158, 0):(34, 199, 146)
(159, 0):(34, 199, 146)
(160, 0):(34, 199, 146)
(161, 0):(34, 199, 146)
(162, 0):(34, 199, 146)
(163, 0):(34, 198, 146)
(164, 0):(34, 198, 146)
(165, 0):(34, 198, 146)
(166, 0):(34, 198, 146)
(167, 0):(34, 198, 146)
(168, 0):(34, 198, 146)
(169, 0):(33, 198, 146)
(170, 0):(33, 197, 146)
(171, 0):(33, 197, 146)
(172, 0):(32, 196, 144)
(173, 0):(32, 195, 145)
(174, 0):(42, 212, 127)
(175, 0):(0, 0, 0)
(176, 0):(0, 0, 0)
(177, 0):(0, 0, 0)
(178, 0):(0, 0, 0)
(179, 0):(0, 0, 0)
(0, 1):(0, 0, 0)
(1, 1):(0, 0, 0)
(2, 1):(0, 0, 0)
(3, 1):(0, 0, 0)
(4, 1):(49, 218, 156)
(5, 1):(48, 219, 156)
(6, 1):(48, 219, 157)
(7, 1):(48, 219, 157)
(8, 1):(48, 218, 157)
(9, 1):(48, 218, 157)
(10, 1):(47, 218, 157)
(11, 1):(47, 218, 157)
(12, 1):(47, 218, 157)
(13, 1):(47, 218, 157)
(14, 1):(47, 218, 157)
(15, 1):(47, 218, 157)
(16, 1):(47, 217, 157)
(17, 1):(47, 217, 156)
(18, 1):(47, 217, 156)
(19, 1):(47, 217, 156)
(20, 1):(47, 217, 156)
(21, 1):(46, 217, 156)
(22, 1):(46, 217, 156)
(23, 1):(46, 217, 156)
(24, 1):(46, 216, 156)
(25, 1):(46, 216, 156)
(26, 1):(46, 216, 156)
(27, 1):(46, 216, 156)
(28, 1):(46, 216, 156)
(29, 1):(46, 216, 156)
(30, 1):(46, 216, 156)
(31, 1):(46, 215, 155)
(32, 1):(45, 215, 155)
(33, 1):(45, 215, 155)
(34, 1):(45, 215, 155)
(35, 1):(45, 215, 155)
(36, 1):(45, 215, 155)
(37, 1):(45, 215, 155)
(38, 1):(45, 215, 155)
(39, 1):(45, 214, 155)
(40, 1):(45, 214, 155)
(41, 1):(45, 214, 155)
(42, 1):(45, 214, 155)
(43, 1):(45, 214, 155)
(44, 1):(44, 214, 155)
(45, 1):(44, 214, 154)
(46, 1):(44, 214, 154)
(47, 1):(44, 213, 154)
(48, 1):(44, 213, 154)
(49, 1):(44, 213, 154)
(50, 1):(44, 213, 154)
(51, 1):(44, 213, 154)
(52, 1):(44, 213, 154)
(53, 1):(44, 213, 154)
(54, 1):(44, 212, 154)
(55, 1):(43, 212, 154)
(56, 1):(43, 212, 154)
(57, 1):(43, 212, 154)
(58, 1):(43, 212, 154)
(59, 1):(43, 212, 153)
(60, 1):(43, 212, 153)
(61, 1):(43, 212, 153)
(62, 1):(43, 211, 153)
(63, 1):(43, 211, 153)
(64, 1):(43, 211, 153)
(65, 1):(43, 211, 153)
(66, 1):(42, 211, 153)
(67, 1):(42, 211, 153)
(68, 1):(42, 211, 153)
(69, 1):(42, 211, 153)
(70, 1):(42, 210, 153)
(71, 1):(42, 210, 153)
(72, 1):(42, 210, 153)
(73, 1):(42, 210, 152)
(74, 1):(42, 210, 152)
(75, 1):(42, 210, 152)
(76, 1):(42, 210, 152)
(77, 1):(41, 209, 152)
(78, 1):(41, 209, 152)
(79, 1):(41, 209, 152)
(80, 1):(41, 209, 152)
(81, 1):(41, 209, 152)
(82, 1):(41, 209, 152)
(83, 1):(41, 209, 152)
(84, 1):(41, 209, 152)
(85, 1):(41, 208, 152)
(86, 1):(41, 208, 152)
