2.200387625371894629e+01 4.715089231462887653e+01 6.078233236631041336e+01
1.082315593439613366e+01 3.922875165859161228e+01 4.676142938412507277e+01
4.385817069001772950e+01 1.356977781590384957e-01 1.386648148930649249e+01
5.964585735257023202e+01 9.673054420348248073e+01 9.564724426444666960e+01
5.418292124539330246e+01 4.985818310161937994e+00 1.067351848364556055e+01
9.891514146853675982e+01 7.921497957418714009e+01 7.525312780049010541e+01
7.275354060367325815e+01 3.196502440277391344e+01 5.580610506760098843e+01
6.852090782950048364e+00 2.232899214647251540e+01 4.594293141896752530e+01
6.640487882371229489e+01 4.904605131823351627e+01 4.570389930770036813e+01
5.319908474745107441e+01 4.620551332971371039e+01 8.604539384129188306e+01
4.086074132693635619e+01 8.880578877609113420e+01 7.094695670822528655e+01
7.901829444937578728e+01 3.418088353137178359e+01 8.537481034921954404e+01
9.530789526319669847e+01 4.128085555966606535e+01 3.729482917784952889e+01
8.623481043995863615e+01 6.703229072640229447e+01 6.802073095031002481e+01
8.226579118023680692e+00 8.999639754830440097e+01 3.237101304019829229e+01
9.272366871298169144e+01 7.413626483960948121e+01 8.267895737426836433e+01
7.570731724293243303e+01 7.665878497229982713e+00 8.040951592227393974e+01
9.879173269945628988e+01 5.066082590911737071e+01 7.483410222038395432e+01
3.219004602393926717e+00 2.265131629395731494e+01 5.382886087575950995e+01
5.435125909656142085e+01 3.563887645700199869e+01 9.338797160134440389e+01
2.567060956247832948e+01 2.180961534846308325e+01 2.173810387556628498e+01
4.737726214616932552e+00 8.235706657820281862e+01 6.964556096618711933e+01
4.423562336858580579e+01 1.296248454524052640e+01 7.569236252283147337e+01
6.664015678036533075e+01 6.082805028921824686e+01 9.711244861663124084e+01
3.637803224111587497e+01 3.372677505174645773e+01 1.266807504554957653e+01
3.987141804166910219e+01 4.681019400476812109e+01 4.560930635425361146e+01
5.389021328345038597e+01 9.504509892177942731e+01 2.534509890281879763e+01
7.341161809329406651e+01 7.544829922169360437e+00 6.703860025273330336e+01
2.649869499667576633e+01 1.831032947384478859e+01 2.765313782407872267e+01
8.928116416286478341e+01 8.609514479235780726e+00 7.074271244507355050e+01
8.322307540975796769e+01 4.659407364170886723e+01 9.450619213123130180e+01
4.285652918334714911e+01 2.743164387030182638e+01 5.116362424952011168e+01
2.087893150743501636e+01 7.469892441820071838e+01 5.478726126590927237e+01
2.496838357978431588e+01 9.712457594238568959e+01 9.877551519721670559e+01
6.166043556015894467e+01 4.603777844283557386e+01 6.001097455064280695e+01
2.918936280651463022e+01 3.218183794203049786e+01 3.734798628114432972e-01
2.409713499718935026e+01 7.371920080589237045e+01 2.802925429674472113e+01
4.668314018098039497e+01 8.162057635328390859e+01 9.141790690412230447e+01
7.824595444429860436e+00 9.948772425370965777e+01 6.954414418802302578e+01
8.401365272225169178e+01 6.325035256015251406e+01 3.937293342569023480e+01
6.391575678907324232e+01 4.471187380644381371e+00 6.526010474956150631e+01
1.869759294207440359e+00 2.763173762152385393e+01 2.027090642359502581e+01
2.017094136379644453e+01 2.845051348087992338e+01 6.102276039880493386e+01
1.167055536633399004e+00 7.607069319639815319e+01 4.921418419689784685e+01
1.697019419663698869e+01 9.348000246256657420e+01 8.418192448441081410e+01
1.945048726583124932e+01 6.240677689955966656e+01 7.050631156319825266e+01
3.346897567711226884e+01 2.031520272561775187e+01 1.403935282050401412e+01
3.938642602646717705e+01 4.034432891187726966e+01 1.315427252496234090e+01
1.387295075939622890e+01 7.470983467881409013e+01 9.498224259694595162e+01
2.026621870679609216e+01 8.630238866405768761e+01 9.515048656446897724e+01
8.261580197714918938e+01 4.128825047928148706e+01 8.034129601013829358e+01
3.939035468280179941e+01 4.976807489402538209e+01 3.157033999263282453e+01
4.156604147587350084e+00 9.635501701797237217e+01 8.797027207797475512e+01
6.542176584404461437e+01 9.502472562254243371e+01 3.664464949736919408e+01
6.867540094176321475e+01 2.924543407366253511e-01 3.501685299932842810e+01
3.145007169850855266e+00 1.951436351373266831e+01 6.283722765764942864e+01
9.709374529959792710e+01 4.651346266005128882e+01 6.365230961380922281e+01
6.042375021144750491e+01 1.266809777910166090e+01 8.792401951604404076e+01
5.979092413660330863e+01 1.874419639058196907e+01 3.117201695870418376e+01
5.842182167838541318e+01 9.846724746852842713e+00 2.302317460103423485e+01
2.497099502131394644e+00 1.479753139586295063e+01 2.018489752373253765e+01
6.939694203729073863e+00 1.180205301578811650e+01 7.282265659359413235e+01
2.079423912442351963e+01 8.382870008401958728e+01 4.735324864406953793e+01
8.510593232930975205e+01 4.004915302917745379e+01 5.916515936493125594e+01
4.749283129520633651e+01 6.750494553264497100e+00 9.429765278977501453e+01
9.839425593845207629e+01 5.932494291371999395e+01 3.028051349244125134e+01
7.166250098562495907e+01 6.601864273621197299e+01 9.910379569438444491e+01
5.328012697667391251e+01 7.588629368961338173e+01 7.688722696084612096e+01
1.865297787503189397e+01 1.527882691789178615e+01 9.293047163086086471e+01
2.242377622253866054e+00 3.017982032554211713e-01 8.672760631221176197e+01
6.439210794630231760e+01 2.876921735337426611e+01 4.188749863505145754e+01
5.045533041659889761e+01 4.239537962697619378e+01 7.456956464165344300e+01
6.783991707697195750e+01 4.009380718939381083e+00 3.129676181035766547e+01
7.342584780857497329e+00 4.307859792875235172e+01 5.281086794864570066e+01
3.107103450465362826e+01 3.557075736899838603e+01 4.248092076268372352e+01
9.894858239212300788e+00 3.233884236966677861e+01 7.052470552868931009e+01
8.569503280155766234e+00 7.323417628918220146e+01 1.483998677986013703e+01
2.624219516909117544e+01 6.267080656319235388e+00 6.168357521119715869e+01
9.701705114203004143e+01 1.290215911446420627e+01 2.877739713444969993e+01
5.819894314520725231e+01 1.492083857479580189e+01 5.904695381185103287e+01
5.324349793805514253e+01 2.171025550582755770e+01 2.200716529189145021e+01
4.368660871939405865e+01 8.922851977046796890e+01 8.013398553850575468e+01
8.174119339018169228e+01 1.804919896221825937e+01 5.724909655378588269e+01
9.161550425036627132e+01 9.664193543472423187e+01 6.565198373722883218e+01
4.509421199345209175e+01 2.310825187062945929e+01 6.095061033352094881e+01
8.846100904100114803e+01 9.797016359269350971e+01 4.713681965736503798e+01
6.463973844839832061e+00 9.756311481295509225e+01 2.310953392317826172e+01
1.916505106280083126e+01 3.802536282102465748e+01 1.261368244078069267e+01
9.130604219947335309e+01 3.573738126250643887e+01 4.262600632377087351e+01
5.397009273106124994e+01 2.029687622817034764e+01 3.246676084903403847e+01
8.089562231445299290e+01 4.868062199994789552e+01 9.985219631926823070e+01
